# Exported by PeakFit GUI
# Source: E:/VS_CODE/PCM_Fano_GUI/NPs10nmEGPa.txt
# Range: 159.86975 to 2095.75376 (points=1650)
# Parameters:
# C = 1.714000e+05 +/- 0.000000e+00
# D = 1.000000e+05 +/- 0.000000e+00
# b = -19.165666 +/- 0.106200
# g0 = 25.611915 +/- 0.265667
# q = -4.335132 +/- 0.089116
# a = 0.543100 +/- 0.000000e+00
# L = 13.752900 +/- 0.000000e+00
# N = 0.010172 +/- 4.799225e-05
# y0 = 0.012844 +/- 2.130371e-03
# N_g = 0.068287 +/- 4.067750e-03
# x0 = 4.789492e+02 +/- 1.273262
# gg = 50.322616 +/- 4.343101
# x	experimental	fitted	residual
869.251	-0.0422347	0.0486545	-0.0908892
870.484	-0.041662	0.0487085	-0.0903705
871.717	-0.0387919	0.0487622	-0.087554
872.949	-0.0404205	0.0488154	-0.0892359
874.182	-0.043995	0.0488683	-0.0928634
875.414	-0.0475482	0.0489208	-0.096469
876.646	-0.0419704	0.048973	-0.0909434
877.878	-0.0375345	0.0490249	-0.0865594
879.109	-0.0379914	0.0490763	-0.0870678
880.341	-0.0359433	0.0491275	-0.0850707
881.572	-0.0375394	0.0491783	-0.0867176
882.803	-0.0389863	0.0492287	-0.088215
884.033	-0.0407339	0.0492788	-0.0900127
885.264	-0.0445019	0.0493286	-0.0938306
886.494	-0.039935	0.0493781	-0.0893131
887.724	-0.0374896	0.0494272	-0.0869169
888.954	-0.0416807	0.0494761	-0.0911567
890.184	-0.0436222	0.0495246	-0.0931467
891.413	-0.0483188	0.0495727	-0.0978916
892.642	-0.0463949	0.0496206	-0.0960155
893.871	-0.049361	0.0496682	-0.0990292
895.1	-0.0495771	0.0497154	-0.0992926
896.328	-0.0515395	0.0497624	-0.101302
897.557	-0.0540661	0.049809	-0.103875
898.785	-0.0567257	0.0498554	-0.106581
900.013	-0.0537231	0.0499014	-0.103625
901.24	-0.0564464	0.0499472	-0.106394
902.468	-0.049738	0.0499927	-0.0997307
903.695	-0.0498418	0.0500379	-0.0998796
904.922	-0.0460534	0.0500828	-0.0961362
906.149	-0.0508049	0.0501274	-0.100932
907.376	-0.052636	0.0501718	-0.102808
908.602	-0.0551725	0.0502158	-0.105388
909.828	-0.0525924	0.0502596	-0.102852
911.054	-0.0599975	0.0503031	-0.110301
912.28	-0.0556097	0.0503464	-0.105956
913.505	-0.0517436	0.0503894	-0.102133
914.731	-0.049416	0.0504321	-0.0998482
915.956	-0.0501497	0.0504746	-0.100624
917.181	-0.0488389	0.0505168	-0.0993557
918.405	-0.0473789	0.0505587	-0.0979376
919.63	-0.0402779	0.0506004	-0.0908783
920.854	-0.0442536	0.0506419	-0.0948955
922.078	-0.0445157	0.0506831	-0.0951988
923.302	-0.0457839	0.050724	-0.0965079
924.526	-0.0483512	0.0507647	-0.0991159
925.749	-0.0490149	0.0508052	-0.0998201
926.972	-0.0496014	0.0508454	-0.100447
928.195	-0.0459764	0.0508854	-0.0968618
929.418	-0.0358799	0.0509251	-0.086805
930.64	-0.0365833	0.0509646	-0.0875479
931.863	-0.0388997	0.0510039	-0.0899036
933.085	-0.0421079	0.0510429	-0.0931508
934.307	-0.0447675	0.0510817	-0.0958493
935.528	-0.0460987	0.0511203	-0.0972191
936.75	-0.0489872	0.0511587	-0.100146
937.971	-0.0492055	0.0511968	-0.100402
939.192	-0.0454226	0.0512347	-0.0966574
940.413	-0.0470357	0.0512724	-0.0983081
941.634	-0.044376	0.0513099	-0.0956859
942.854	-0.0457946	0.0513472	-0.0971417
944.074	-0.0464543	0.0513842	-0.0978385
945.294	-0.0439701	0.0514211	-0.0953912
946.514	-0.0430058	0.0514577	-0.0944635
947.733	-0.0408568	0.0514941	-0.092351
948.953	-0.0407575	0.0515303	-0.0922879
950.172	-0.0426094	0.0515664	-0.0941758
951.391	-0.0428161	0.0516022	-0.0944182
952.609	-0.0412657	0.0516378	-0.0929035
953.828	-0.0443738	0.0516732	-0.096047
955.046	-0.0372889	0.0517084	-0.0889973
956.264	-0.0350434	0.0517434	-0.0867868
957.482	-0.0347704	0.0517782	-0.0865487
958.699	-0.0376493	0.0518129	-0.0894621
959.917	-0.0411562	0.0518473	-0.0930035
961.134	-0.0431138	0.0518815	-0.0949953
962.351	-0.0451884	0.0519156	-0.097104
963.567	-0.0480189	0.0519495	-0.0999684
964.784	-0.0429671	0.0519832	-0.0949502
966	-0.044666	0.0520167	-0.0966827
967.216	-0.0435245	0.05205	-0.0955745
968.432	-0.0378335	0.0520831	-0.0899166
969.648	-0.0308566	0.0521161	-0.0829727
970.863	-0.0299517	0.0521489	-0.0821006
972.079	-0.031581	0.0521815	-0.0837625
973.294	-0.0320895	0.0522139	-0.0843035
974.508	-0.0339663	0.0522462	-0.0862124
975.723	-0.0331276	0.0522783	-0.0854058
976.937	-0.0314689	0.0523102	-0.0837791
978.151	-0.0264879	0.0523419	-0.0788298
979.365	-0.0226169	0.0523735	-0.0749904
980.579	-0.0265136	0.0524049	-0.0789185
981.793	-0.0255574	0.0524362	-0.0779935
983.006	-0.0237359	0.0524672	-0.0762031
984.219	-0.0216454	0.0524982	-0.0741436
985.432	-0.0192088	0.0525289	-0.0717377
986.644	-0.0207385	0.0525595	-0.073298
987.857	-0.0194491	0.0525899	-0.072039
989.069	-0.0191312	0.0526202	-0.0717514
990.281	-0.0231363	0.0526503	-0.0757867
991.493	-0.0198607	0.0526803	-0.072541
992.704	-0.0156906	0.0527101	-0.0684007
993.916	-0.0140732	0.0527398	-0.066813
995.127	-0.0148356	0.0527693	-0.0676049
996.338	-0.0174268	0.0527987	-0.0702255
997.549	-0.0177738	0.0528279	-0.0706017
998.759	-0.0165554	0.0528569	-0.0694123
999.969	-0.0162447	0.0528858	-0.0691305
1001.18	-0.01275	0.0529146	-0.0656646
1002.39	-0.00782313	0.0529432	-0.0607663
1003.6	-0.00425378	0.0529717	-0.0572255
1004.81	-0.0065089	0.053	-0.0595089
1006.02	-0.00506368	0.0530282	-0.0580919
1007.23	-0.0066265	0.0530563	-0.0596828
1008.44	-0.00681294	0.0530842	-0.0598971
1009.64	-0.00817326	0.0531119	-0.0612852
1010.85	-0.00963198	0.0531396	-0.0627716
1012.06	-0.0109735	0.0531671	-0.0641405
1013.27	-0.0160125	0.0531944	-0.0692069
1014.48	-0.016619	0.0532217	-0.0698407
1015.68	-0.0139512	0.0532488	-0.0672
1016.89	-0.0189207	0.0532757	-0.0721965
1018.1	-0.0190931	0.0533025	-0.0723957
1019.3	-0.0147453	0.0533292	-0.0680745
1020.51	-0.0151199	0.0533558	-0.0684757
1021.72	-0.01719	0.0533822	-0.0705723
1022.92	-0.019537	0.0534085	-0.0729455
1024.13	-0.0177656	0.0534347	-0.0712004
1025.34	-0.0207965	0.0534608	-0.0742573
1026.54	-0.0281159	0.0534867	-0.0816026
1027.75	-0.0252369	0.0535125	-0.0787494
1028.95	-0.0244288	0.0535382	-0.0779671
1030.16	-0.0237751	0.0535638	-0.0773389
1031.36	-0.0219819	0.0535892	-0.0755711
1032.57	-0.0196429	0.0536145	-0.0732575
1033.77	-0.0206341	0.0536397	-0.0742738
1034.97	-0.0238107	0.0536648	-0.0774755
1036.18	-0.0263057	0.0536898	-0.0799954
1037.38	-0.0252015	0.0537146	-0.0789161
1038.58	-0.0300682	0.0537393	-0.0838076
1039.79	-0.0305425	0.0537639	-0.0843065
1040.99	-0.0289988	0.0537884	-0.0827873
1042.19	-0.0293851	0.0538128	-0.0831979
1043.4	-0.0330854	0.0538371	-0.0869225
1044.6	-0.0330935	0.0538612	-0.0869547
1045.8	-0.030245	0.0538853	-0.0841303
1047	-0.0300878	0.0539092	-0.0839971
1048.2	-0.0293822	0.053933	-0.0833152
1049.41	-0.0259904	0.0539567	-0.0799472
1050.61	-0.0220422	0.0539803	-0.0760225
1051.81	-0.0221908	0.0540038	-0.0761946
1053.01	-0.0250359	0.0540272	-0.0790631
1054.21	-0.0230573	0.0540505	-0.0771078
1055.41	-0.0227984	0.0540737	-0.076872
1056.61	-0.0287818	0.0540968	-0.0828785
1057.81	-0.0270425	0.0541197	-0.0811622
1059.01	-0.0212861	0.0541426	-0.0754287
1060.21	-0.0196505	0.0541653	-0.0738158
1061.41	-0.0160662	0.054188	-0.0702542
1062.61	-0.0200473	0.0542105	-0.0742578
1063.81	-0.0204904	0.054233	-0.0747234
1065.01	-0.0269098	0.0542553	-0.0811652
1066.2	-0.0361136	0.0542776	-0.0903912
1067.4	-0.0362291	0.0542998	-0.0905288
1068.6	-0.0322768	0.0543218	-0.0865986
1069.8	-0.0317239	0.0543438	-0.0860677
1071	-0.0282161	0.0543656	-0.0825817
1072.19	-0.0314537	0.0543874	-0.0858411
1073.39	-0.0300594	0.0544091	-0.0844684
1074.59	-0.0359083	0.0544306	-0.090339
1075.78	-0.0376869	0.0544521	-0.092139
1076.98	-0.0338512	0.0544735	-0.0883247
1078.18	-0.0323793	0.0544948	-0.086874
1079.37	-0.0317671	0.054516	-0.0862831
1080.57	-0.0303748	0.0545371	-0.0849119
1081.76	-0.0318469	0.0545581	-0.086405
1082.96	-0.0276912	0.054579	-0.0822702
1084.16	-0.0306352	0.0545999	-0.085235
1085.35	-0.0281484	0.0546206	-0.082769
1086.55	-0.0264895	0.0546413	-0.0811308
1087.74	-0.028797	0.0546618	-0.0834588
1088.93	-0.0279711	0.0546823	-0.0826534
1090.13	-0.0281168	0.0547027	-0.0828195
1091.32	-0.0320398	0.054723	-0.0867628
1092.52	-0.0329707	0.0547432	-0.0877139
1093.71	-0.0332545	0.0547633	-0.0880178
1094.9	-0.031563	0.0547834	-0.0863464
1096.1	-0.0285484	0.0548033	-0.0833517
1097.29	-0.0285764	0.0548232	-0.0833996
1098.48	-0.0248987	0.054843	-0.0797418
1099.67	-0.0243809	0.0548627	-0.0792436
1100.87	-0.024366	0.0548823	-0.0792484
1102.06	-0.0271862	0.0549019	-0.0820881
1103.25	-0.0243254	0.0549214	-0.0792468
1104.44	-0.0243209	0.0549407	-0.0792617
1105.63	-0.0233208	0.05496	-0.0782808
1106.82	-0.0283607	0.0549793	-0.08334
1108.01	-0.0264872	0.0549984	-0.0814856
1109.21	-0.0281169	0.0550175	-0.0831343
1110.4	-0.0260249	0.0550364	-0.0810613
1111.59	-0.0270607	0.0550553	-0.0821161
1112.78	-0.0252295	0.0550742	-0.0803036
1113.97	-0.0227858	0.0550929	-0.0778788
1115.16	-0.0195089	0.0551116	-0.0746205
1116.35	-0.0207041	0.0551302	-0.0758343
1117.53	-0.0167961	0.0551487	-0.0719448
1118.72	-0.0131701	0.0551672	-0.0683373
1119.91	-0.0119692	0.0551855	-0.0671547
1121.1	-0.0150435	0.0552038	-0.0702473
1122.29	-0.018509	0.0552221	-0.073731
1123.48	-0.019504	0.0552402	-0.0747442
1124.67	-0.0191918	0.0552583	-0.0744501
1125.85	-0.0257636	0.0552763	-0.0810399
1127.04	-0.0227014	0.0552942	-0.0779956
1128.23	-0.0114852	0.0553121	-0.0667973
1129.42	-0.00477849	0.0553299	-0.0601084
1130.6	-0.00409588	0.0553476	-0.0594435
1131.79	-0.00298723	0.0553652	-0.0583525
1132.98	-0.00369403	0.0553828	-0.0590768
1134.16	-0.00443267	0.0554003	-0.059833
1135.35	-0.00878095	0.0554178	-0.0641987
1136.53	-0.00798075	0.0554351	-0.0634159
1137.72	-0.00452906	0.0554524	-0.0599815
1138.9	-0.00382717	0.0554697	-0.0592968
1140.09	-0.0035591	0.0554868	-0.0590459
1141.27	-0.00305936	0.0555039	-0.0585633
1142.46	-0.00440431	0.0555209	-0.0599253
1143.64	0.000429433	0.0555379	-0.0551085
1144.83	0.0035995	0.0555548	-0.0519553
1146.01	0.00278722	0.0555716	-0.0527844
1147.2	0.00209217	0.0555884	-0.0534962
1148.38	0.00184443	0.0556051	-0.0537607
1149.56	0.00520119	0.0556218	-0.0504206
1150.75	0.0041843	0.0556383	-0.051454
1151.93	0.00597597	0.0556548	-0.0496789
1153.11	0.00774375	0.0556713	-0.0479275
1154.29	0.00517516	0.0556877	-0.0505125
1155.48	0.0012357	0.055704	-0.0544683
1156.66	0.0019629	0.0557202	-0.0537573
1157.84	0.00203267	0.0557364	-0.0537038
1159.02	0.00217441	0.0557526	-0.0535782
1160.2	-0.00108321	0.0557686	-0.0568519
1161.39	0.00383442	0.0557847	-0.0519502
1162.57	0.00516902	0.0558006	-0.0506316
1163.75	0.00650904	0.0558165	-0.0493075
1164.93	0.00566892	0.0558323	-0.0501634
1166.11	0.00747764	0.0558481	-0.0483705
1167.29	0.00950474	0.0558638	-0.0463591
1168.47	0.00980426	0.0558795	-0.0460752
1169.65	0.00770802	0.0558951	-0.048187
1170.83	0.0085774	0.0559106	-0.0473332
1172.01	0.0129794	0.0559261	-0.0429467
1173.19	0.0157736	0.0559415	-0.0401679
1174.37	0.0207934	0.0559569	-0.0351635
1175.54	0.0251744	0.0559722	-0.0307978
1176.72	0.0284321	0.0559874	-0.0275554
1177.9	0.0278432	0.0560026	-0.0281594
1179.08	0.0253404	0.0560177	-0.0306774
1180.26	0.0190309	0.0560328	-0.0370019
1181.43	0.0182879	0.0560478	-0.0377599
1182.61	0.0154872	0.0560628	-0.0405756
1183.79	0.0245807	0.0560777	-0.0314971
1184.97	0.0302721	0.0560926	-0.0258205
1186.14	0.0318907	0.0561074	-0.0242167
1187.32	0.032157	0.0561222	-0.0239651
1188.5	0.0348726	0.0561369	-0.0212643
1189.67	0.0349661	0.0561515	-0.0211854
1190.85	0.0378096	0.0561661	-0.0183565
1192.02	0.0401899	0.0561806	-0.0159907
1193.2	0.044519	0.0561951	-0.0116761
1194.37	0.0447966	0.0562096	-0.011413
1195.55	0.042737	0.0562239	-0.013487
1196.72	0.0472873	0.0562383	-0.00895101
1197.9	0.0484143	0.0562526	-0.00783829
1199.07	0.0498901	0.0562668	-0.00637668
1200.25	0.0526678	0.056281	-0.00361319
1201.42	0.05864	0.0562951	0.00234489
1202.59	0.0613806	0.0563092	0.00507139
1203.77	0.060051	0.0563232	0.00372776
1204.94	0.0630978	0.0563372	0.00676067
1206.11	0.0699462	0.0563511	0.0135951
1207.29	0.0701156	0.056365	0.0137506
1208.46	0.0706072	0.0563788	0.0142284
1209.63	0.0712027	0.0563926	0.0148101
1210.8	0.0692055	0.0564063	0.0127992
1211.98	0.0723461	0.05642	0.0159261
1213.15	0.0667899	0.0564336	0.0103562
1214.32	0.0709955	0.0564472	0.0145482
1215.49	0.0689853	0.0564608	0.0125245
1216.66	0.0722727	0.0564743	0.0157984
1217.83	0.0772452	0.0564877	0.0207575
1219	0.0837219	0.0565011	0.0272208
1220.18	0.0846483	0.0565145	0.0281338
1221.35	0.0901482	0.0565278	0.0336204
1222.52	0.092097	0.056541	0.035556
1223.69	0.0973815	0.0565543	0.0408272
1224.86	0.0930081	0.0565674	0.0364407
1226.02	0.0963947	0.0565806	0.0398142
1227.19	0.0968106	0.0565936	0.0402169
1228.36	0.105183	0.0566067	0.0485767
1229.53	0.113034	0.0566197	0.0564148
1230.7	0.1157	0.0566326	0.0590674
1231.87	0.120232	0.0566455	0.0635863
1233.04	0.120946	0.0566584	0.0642879
1234.2	0.122385	0.0566712	0.0657137
1235.37	0.12381	0.0566839	0.0671263
1236.54	0.123769	0.0566967	0.0670722
1237.71	0.127021	0.0567094	0.0703113
1238.87	0.128886	0.056722	0.0721636
1240.04	0.127687	0.0567346	0.0709519
1241.21	0.130348	0.0567472	0.0736004
1242.37	0.132788	0.0567597	0.0760281
1243.54	0.13748	0.0567721	0.0807079
1244.71	0.143078	0.0567846	0.086293
1245.87	0.147065	0.056797	0.0902678
1247.04	0.14889	0.0568093	0.092081
1248.2	0.150415	0.0568216	0.0935936
1249.37	0.155161	0.0568339	0.0983274
1250.53	0.15908	0.0568461	0.102233
1251.7	0.16267	0.0568583	0.105812
1252.86	0.164007	0.0568704	0.107136
1254.03	0.16681	0.0568825	0.109927
1255.19	0.168082	0.0568946	0.111188
1256.36	0.170891	0.0569066	0.113984
1257.52	0.175246	0.0569186	0.118328
1258.68	0.179562	0.0569306	0.122631
1259.85	0.182677	0.0569425	0.125734
1261.01	0.188302	0.0569543	0.131348
1262.17	0.193132	0.0569662	0.136166
1263.33	0.198446	0.0569779	0.141468
1264.5	0.200576	0.0569897	0.143587
1265.66	0.202366	0.0570014	0.145365
1266.82	0.211155	0.0570131	0.154141
1267.98	0.218484	0.0570247	0.16146
1269.14	0.224566	0.0570363	0.167529
1270.31	0.230809	0.0570479	0.173761
1271.47	0.236936	0.0570594	0.179877
1272.63	0.243055	0.0570709	0.185984
1273.79	0.245287	0.0570823	0.188205
1274.95	0.242893	0.0570938	0.185799
1276.11	0.251019	0.0571051	0.193914
1277.27	0.258674	0.0571165	0.201558
1278.43	0.269881	0.0571278	0.212753
1279.59	0.280188	0.0571391	0.223048
1280.75	0.293228	0.0571503	0.236078
1281.91	0.307459	0.0571615	0.250298
1283.07	0.318147	0.0571726	0.260974
1284.22	0.324227	0.0571838	0.267043
1285.38	0.338351	0.0571949	0.281156
1286.54	0.349047	0.0572059	0.291841
1287.7	0.360419	0.0572169	0.303202
1288.86	0.368185	0.0572279	0.310957
1290.01	0.378471	0.0572389	0.321232
1291.17	0.393799	0.0572498	0.336549
1292.33	0.41245	0.0572607	0.355189
1293.49	0.439531	0.0572715	0.38226
1294.64	0.460101	0.0572823	0.402819
1295.8	0.479354	0.0572931	0.422061
1296.96	0.497254	0.0573039	0.43995
1298.11	0.520654	0.0573146	0.46334
1299.27	0.548287	0.0573253	0.490962
1300.42	0.585866	0.0573359	0.52853
1301.58	0.627485	0.0573465	0.570139
1302.73	0.675664	0.0573571	0.618307
1303.89	0.716235	0.0573677	0.658867
1305.04	0.765809	0.0573782	0.708431
1306.2	0.81636	0.0573887	0.758971
1307.35	0.876739	0.0573991	0.81934
1308.51	0.94092	0.0574095	0.883511
1309.66	1.01861	0.0574199	0.961186
1310.82	1.10771	0.0574303	1.05028
1311.97	1.20762	0.0574406	1.15018
1313.12	1.31125	0.0574509	1.2538
1314.28	1.43571	0.0574611	1.37825
1315.43	1.57478	0.0574714	1.51731
1316.58	1.7431	0.0574816	1.68562
1317.73	1.93327	0.0574917	1.87577
1318.89	2.17637	0.0575019	2.11887
1320.04	2.46472	0.057512	2.4072
1321.19	2.85483	0.0575221	2.79731
1322.34	3.41724	0.0575321	3.35971
1323.49	4.35419	0.0575421	4.29665
1324.64	5.88674	0.0575521	5.82919
1325.79	8.2686	0.0575621	8.21103
1326.95	11.7402	0.057572	11.6827
1328.1	16.6155	0.0575819	16.5579
1329.25	23.2544	0.0575918	23.1968
1330.4	33.0561	0.0576016	32.9985
1331.55	48.1842	0.0576114	48.1266
1332.7	64.9965	0.0576212	64.9389
1333.85	80.7167	0.0576309	80.6591
1334.99	93.1713	0.0576406	93.1136
1336.14	100.958	0.0576503	100.901
1337.29	103.753	0.05766	103.695
1338.44	102.617	0.0576696	102.559
1339.59	101.7	0.0576792	101.642
1340.74	102.989	0.0576888	102.931
1341.89	101.625	0.0576984	101.568
1343.03	96.532	0.0577079	96.4743
1344.18	87.58	0.0577174	87.5222
1345.33	75.4828	0.0577268	75.4251
1346.48	61.6097	0.0577363	61.5519
1347.62	47.9556	0.0577457	47.8979
1348.77	37.2099	0.0577551	37.1521
1349.92	29.2205	0.0577644	29.1627
1351.06	22.4976	0.0577738	22.4399
1352.21	16.8624	0.0577831	16.8046
1353.35	12.2571	0.0577923	12.1993
1354.5	8.66761	0.0578016	8.60981
1355.65	6.01793	0.0578108	5.96012
1356.79	4.20635	0.05782	4.14853
1357.94	3.11909	0.0578292	3.06126
1359.08	2.53268	0.0578383	2.47484
1360.22	2.19193	0.0578474	2.13408
1361.37	1.93082	0.0578565	1.87297
1362.51	1.70636	0.0578656	1.64849
1363.66	1.51843	0.0578746	1.46056
1364.8	1.36377	0.0578836	1.30589
1365.94	1.22728	0.0578926	1.16939
1367.09	1.11483	0.0579016	1.05693
1368.23	1.00873	0.0579105	0.950821
1369.37	0.921279	0.0579194	0.863359
1370.52	0.842454	0.0579283	0.784526
1371.66	0.773772	0.0579371	0.715835
1372.8	0.715897	0.057946	0.657951
1373.94	0.668288	0.0579548	0.610333
1375.08	0.632868	0.0579636	0.574905
1376.23	0.601721	0.0579723	0.543749
1377.37	0.575515	0.0579811	0.517534
1378.51	0.553203	0.0579898	0.495214
1379.65	0.525193	0.0579985	0.467194
1380.79	0.497767	0.0580071	0.43976
1381.93	0.47429	0.0580158	0.416274
1383.07	0.451034	0.0580244	0.39301
1384.21	0.428595	0.058033	0.370562
1385.35	0.414153	0.0580415	0.356112
1386.49	0.403049	0.0580501	0.344999
1387.63	0.389947	0.0580586	0.331888
1388.77	0.380246	0.0580671	0.322179
1389.91	0.37127	0.0580755	0.313194
1391.05	0.360454	0.058084	0.30237
1392.18	0.343624	0.0580924	0.285532
1393.32	0.324389	0.0581008	0.266288
1394.46	0.315378	0.0581092	0.257269
1395.6	0.305697	0.0581175	0.247579
1396.74	0.298763	0.0581259	0.240637
1397.87	0.298872	0.0581342	0.240738
1399.01	0.293876	0.0581425	0.235734
1400.15	0.288359	0.0581507	0.230208
1401.28	0.281625	0.058159	0.223466
1402.42	0.274981	0.0581672	0.216814
1403.56	0.267944	0.0581754	0.209768
1404.69	0.265365	0.0581835	0.207182
1405.83	0.264275	0.0581917	0.206084
1406.97	0.265853	0.0581998	0.207653
1408.1	0.263706	0.0582079	0.205498
1409.24	0.262182	0.058216	0.203966
1410.37	0.26722	0.0582241	0.208996
1411.51	0.260785	0.0582321	0.202553
1412.64	0.254946	0.0582401	0.196706
1413.78	0.252648	0.0582481	0.1944
1414.91	0.25141	0.0582561	0.193154
1416.04	0.252562	0.058264	0.194298
1417.18	0.250786	0.058272	0.192514
1418.31	0.251166	0.0582799	0.192886
1419.44	0.250585	0.0582878	0.192297
1420.58	0.241252	0.0582956	0.182956
1421.71	0.238127	0.0583035	0.179823
1422.84	0.236258	0.0583113	0.177946
1423.98	0.241191	0.0583191	0.182871
1425.11	0.247007	0.0583269	0.18868
1426.24	0.244353	0.0583347	0.186019
1427.37	0.243499	0.0583424	0.185157
1428.5	0.24014	0.0583501	0.18179
1429.64	0.237747	0.0583578	0.17939
1430.77	0.239079	0.0583655	0.180714
1431.9	0.235643	0.0583732	0.17727
1433.03	0.236525	0.0583808	0.178144
1434.16	0.23849	0.0583885	0.180102
1435.29	0.233191	0.0583961	0.174795
1436.42	0.232564	0.0584036	0.17416
1437.55	0.234298	0.0584112	0.175887
1438.68	0.239568	0.0584187	0.181149
1439.81	0.24362	0.0584263	0.185194
1440.94	0.243465	0.0584338	0.185031
1442.07	0.243384	0.0584412	0.184943
1443.2	0.242299	0.0584487	0.183851
1444.32	0.23801	0.0584562	0.179554
1445.45	0.236119	0.0584636	0.177655
1446.58	0.238128	0.058471	0.179657
1447.71	0.240446	0.0584784	0.181967
1448.84	0.234533	0.0584857	0.176047
1449.96	0.235871	0.0584931	0.177378
1451.09	0.238908	0.0585004	0.180408
1452.22	0.234622	0.0585077	0.176114
1453.35	0.232215	0.058515	0.1737
1454.47	0.235697	0.0585223	0.177175
1455.6	0.245522	0.0585295	0.186993
1456.73	0.243164	0.0585368	0.184627
1457.85	0.235806	0.058544	0.177262
1458.98	0.23821	0.0585512	0.179659
1460.1	0.23943	0.0585584	0.180871
1461.23	0.233635	0.0585655	0.175069
1462.35	0.232922	0.0585727	0.174349
1463.48	0.235675	0.0585798	0.177095
1464.6	0.241636	0.0585869	0.183049
1465.73	0.240316	0.058594	0.181722
1466.85	0.241725	0.0586011	0.183124
1467.98	0.248378	0.0586081	0.18977
1469.1	0.253592	0.0586152	0.194977
1470.22	0.254147	0.0586222	0.195524
1471.35	0.257513	0.0586292	0.198883
1472.47	0.255195	0.0586362	0.196559
1473.59	0.251227	0.0586431	0.192584
1474.72	0.245915	0.0586501	0.187265
1475.84	0.240782	0.058657	0.182125
1476.96	0.24031	0.0586639	0.181646
1478.08	0.242729	0.0586708	0.184058
1479.21	0.245363	0.0586777	0.186685
1480.33	0.255981	0.0586845	0.197297
1481.45	0.259881	0.0586914	0.201189
1482.57	0.266594	0.0586982	0.207895
1483.69	0.271792	0.058705	0.213087
1484.81	0.268762	0.0587118	0.21005
1485.93	0.268291	0.0587186	0.209572
1487.05	0.267295	0.0587253	0.20857
1488.17	0.268969	0.0587321	0.210237
1489.29	0.267439	0.0587388	0.2087
1490.41	0.264912	0.0587455	0.206167
1491.53	0.269797	0.0587522	0.211045
1492.65	0.271949	0.0587589	0.21319
1493.77	0.268805	0.0587655	0.210039
1494.89	0.270528	0.0587722	0.211756
1496.01	0.273771	0.0587788	0.214992
1497.13	0.279654	0.0587854	0.220869
1498.25	0.278239	0.058792	0.219447
1499.36	0.286582	0.0587986	0.227784
1500.48	0.288862	0.0588051	0.230057
1501.6	0.284071	0.0588117	0.22526
1502.72	0.283567	0.0588182	0.224748
1503.84	0.2825	0.0588247	0.223675
1504.95	0.281237	0.0588312	0.222406
1506.07	0.283163	0.0588377	0.224325
1507.19	0.280092	0.0588442	0.221248
1508.3	0.284268	0.0588506	0.225417
1509.42	0.280878	0.0588571	0.222021
1510.53	0.276581	0.0588635	0.217717
1511.65	0.282402	0.0588699	0.223532
1512.77	0.284379	0.0588763	0.225502
1513.88	0.284074	0.0588826	0.225192
1515	0.285578	0.058889	0.226689
1516.11	0.282891	0.0588953	0.223996
1517.23	0.282257	0.0589017	0.223356
1518.34	0.282779	0.058908	0.223871
1519.45	0.285276	0.0589143	0.226361
1520.57	0.291233	0.0589206	0.232312
1521.68	0.293261	0.0589268	0.234335
1522.8	0.294915	0.0589331	0.235981
1523.91	0.293128	0.0589393	0.234189
1525.02	0.293855	0.0589455	0.23491
1526.14	0.296204	0.0589517	0.237252
1527.25	0.298046	0.0589579	0.239088
1528.36	0.301497	0.0589641	0.242532
1529.47	0.300752	0.0589703	0.241781
1530.58	0.304825	0.0589764	0.245849
1531.7	0.306357	0.0589826	0.247374
1532.81	0.306672	0.0589887	0.247683
1533.92	0.311153	0.0589948	0.252158
1535.03	0.317652	0.0590009	0.258651
1536.14	0.322594	0.0590069	0.263587
1537.25	0.327078	0.059013	0.268065
1538.36	0.322149	0.059019	0.26313
1539.47	0.323995	0.0590251	0.26497
1540.58	0.324657	0.0590311	0.265626
1541.69	0.319092	0.0590371	0.260055
1542.8	0.319581	0.0590431	0.260538
1543.91	0.324832	0.0590491	0.265783
1545.02	0.330475	0.059055	0.27142
1546.13	0.340294	0.059061	0.281233
1547.24	0.339104	0.0590669	0.280037
1548.35	0.340179	0.0590728	0.281106
1549.46	0.338046	0.0590787	0.278967
1550.57	0.332032	0.0590846	0.272947
1551.67	0.33254	0.0590905	0.27345
1552.78	0.334244	0.0590964	0.275147
1553.89	0.339485	0.0591022	0.280383
1555	0.347168	0.0591081	0.28806
1556.1	0.346409	0.0591139	0.287295
1557.21	0.345203	0.0591197	0.286084
1558.32	0.340542	0.0591255	0.281417
1559.42	0.337449	0.0591313	0.278318
1560.53	0.333664	0.0591371	0.274527
1561.64	0.335747	0.0591428	0.276604
1562.74	0.337882	0.0591486	0.278734
1563.85	0.340859	0.0591543	0.281705
1564.95	0.345809	0.05916	0.286649
1566.06	0.351173	0.0591657	0.292008
1567.16	0.34839	0.0591714	0.289218
1568.27	0.347395	0.0591771	0.288218
1569.37	0.348158	0.0591828	0.288975
1570.48	0.345407	0.0591884	0.286218
1571.58	0.343276	0.0591941	0.284081
1572.69	0.341997	0.0591997	0.282797
1573.79	0.347162	0.0592053	0.287957
1574.89	0.352728	0.0592109	0.293517
1576	0.348896	0.0592165	0.28968
1577.1	0.351725	0.0592221	0.292503
1578.2	0.353295	0.0592277	0.294067
