# Peakfit fitted function data
# Source: E:/VS_CODE/PCM_Fano/10nm_5L_peak.txt
# Parameters:
# iC=171400.0
# iD=100000.0
# ib=-0.08119415960931883
# ig0=4.359163230000393
# iq=-38.50325927034465
# ia=0.5431
# iL=12.0986
# N=1.4466800757725217e-05
# y0=557.0747808865665
#
# iw	y_model	y	residual
528.3052	787.3492203266001	771.0	-16.34922032660006
529.1388	742.4397886749151	740.0	-2.439788674915121
529.9722	708.72509111518	701.0	-7.725091115180021
530.8055	682.8631844191274	689.0	6.1368155808726215
531.6386	662.6552416612927	670.0	7.3447583387072655
532.4716	646.605328448143	656.0	9.394671551856959
533.3044	633.6770954919316	637.0	3.3229045080684045
534.1371	623.1308745011081	625.0	1.86912549889189
534.9696	614.4327592633438	622.0	7.567240736656231
535.802	607.1866344247312	612.0	4.81336557526879
536.6342	601.0970552118135	604.0	2.90294478818646
537.4663	595.9377632910914	607.0	11.062236708908586
538.2982	591.5354872065	593.0	1.4645127935000346
539.13	587.7539850389132	582.0	-5.7539850389132425
539.9617	584.486284182265	583.0	-1.486284182264967
540.7932	581.6474484640046	586.0	4.352551535995417
541.6245	579.1687863250762	582.0	2.831213674923788
542.4557	576.9943464440763	577.0	0.005653555923686326
543.2867	575.0789004243645	572.0	-3.0789004243645195
544.1177	573.3845662503093	569.0	-4.384566250309263
544.9484	571.880902204699	574.0	2.119097795300945
545.779	570.5416068710105	575.0	4.458393128989542
546.6095	569.3449708885006	560.0	-9.344970888500598
547.4398	568.2727975235689	563.0	-5.272797523568897
548.27	567.3094022615254	560.0	-7.309402261525406
549.1	566.441646432194	563.0	-3.441646432194034
549.9298	565.6581676790684	560.0	-5.658167679068356
550.7595	564.9491175356783	549.0	-15.949117535678283
551.5891	564.3060885229213	564.0	-0.30608852292129995
552.4185	563.721861651893	556.0	-7.72186165189305
553.2478	563.1900206247074	560.0	-3.1900206247073584
554.077	562.7050365692426	556.0	-6.705036569242566
554.9059	562.2621705987058	562.0	-0.2621705987057794
555.7348	561.8570046852527	553.0	-8.857004685252718
556.5635	561.4858934033047	551.0	-10.485893403304658
557.392	561.1455187728893	554.0	-7.145518772889318
558.2204	560.8329066274107	555.0	-5.8329066274106935
559.0486	560.5454907270249	554.0	-6.545490727024912
559.8768	560.2808879031754	549.0	-11.280887903175426
560.7047	560.037126241777	547.0	-13.037126241776946
561.5325	559.8122942835395	556.0	-3.8122942835394724
562.3602	559.6047387414226	553.0	-6.6047387414225796
563.1877	559.4129972820276	550.0	-9.412997282027618
564.015	559.2357291479291	544.0	-15.235729147929078
564.8422	559.0717070035636	548.0	-11.071707003563574
565.6693	558.9198442278323	550.0	-8.9198442278323
566.4962	558.7791741841659	550.0	-8.779174184165868
567.323	558.6487873497905	549.0	-9.648787349790496
568.1497	558.5278755260006	547.0	-11.527875526000571
568.9761	558.4157301697032	548.0	-10.415730169703238
569.8025	558.3116404070927	541.0	-17.311640407092682
570.6287	558.215021994334	549.0	-9.215021994334052
571.4547	558.1253159734524	543.0	-15.125315973452416
572.2806	558.042001764725	547.0	-11.042001764725
573.1063	557.9646229596652	543.0	-14.964622959665235
573.9319	557.8927426437411	543.0	-14.892742643741144
574.7574	557.8259694728179	543.0	-14.82596947281786
575.5827	557.763951139983	544.0	-13.763951139982964
576.4078	557.7063553900762	540.0	-17.70635539007617
577.2329	557.6528638805626	541.0	-16.652863880562563
578.0577	557.6032148455233	543.0	-14.603214845523325
578.8824	557.5571360967269	546.0	-11.557136096726936
579.707	557.5143886478422	545.0	-12.514388647842225
580.5315	557.474751542411	548.0	-9.474751542411013
581.3558	557.4380245900539	547.0	-10.438024590053942
582.1799	557.404017437016	544.0	-13.404017437016023
583.0039	557.3725499926887	544.0	-13.372549992688732
583.8278	557.3434594481172	545.0	-12.343459448117187
584.6514	557.3166008749279	540.0	-17.31660087492787
585.475	557.291823625685	543.0	-14.29182362568497
586.2984	557.2690030979385	550.0	-7.26900309793848
587.1216	557.2480170296526	545.0	-12.248017029652601
587.9448	557.2287470849312	545.0	-12.228747084931229
588.7677	557.2110944547599	542.0	-15.21109445475986
589.5905	557.1949558446358	548.0	-9.194955844635842
590.4132	557.1802393917154	546.0	-11.180239391715418
591.2357	557.1668608361985	553.0	-4.1668608361984525
592.0581	557.1547381292737	544.0	-13.15473812927371
592.8804	557.143796284755	549.0	-8.143796284755012
593.7025	557.1339662586339	551.0	-6.1339662586339045
594.5244	557.1251819706184	549.0	-8.125181970618428
595.3462	557.1173806369405	552.0	-5.117380636940538
596.1678	557.1105053665018	550.0	-7.110505366501798
596.9894	557.1045003953666	548.0	-9.104500395366586
597.8107	557.099317015656	549.0	-8.09931701565597
598.632	557.0949055385876	547.0	-10.094905538587568
599.453	557.0912226952396	541.0	-16.091222695239594
600.2739	557.0882252811267	543.0	-14.08822528112671
601.0947	557.0858737678666	547.0	-10.085873767866588
601.9153	557.0841311468392	550.0	-7.0841311468392405
602.7358	557.0829621090043	546.0	-11.082962109004256
603.5562	557.0823337151635	551.0	-6.082333715163486
604.3763	557.0822149077567	549.0	-8.08221490775668
605.1964	557.0825763250434	557.0	-0.08257632504341927
606.0163	557.0833903339064	547.0	-10.083390333906436
606.8361	557.0846309757217	555.0	-2.084630975721666
